Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23
313,Bethel Pioneer Valley ECEAP,Bethel Pioneer Valley Elementary ECEAP,44,Bethel School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,7315 Eustis Hunt Rd,Spanaway,WA,98387,Pierce,2536838950,Karen Mulloy,kmulloy@bethelsd.org,2538006423,,18,36,69,"7315 Eustis Hunt Rd
Spanaway, WA 98387
(47.068149, -122.331308)",Yes
372,Bethel Thompson ECEAP,Bethel Thompson  Elementary ,44,Bethel School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,303 159th St E,Tacoma,WA,98445,Pierce,2536835853,Jackie Richards,jarichards@bethelsd.org,2538005558,,98,36,69,"303 159th St E
Tacoma, WA 98445
(47.112308, -122.426415)",Yes
"1,410",Highline Early Learning Center,"CHSW, Highline Early Learning Center",,Direct Service Site,700,Children's Home Society of Washington,Head Start Facility,2400 S 240th St Bldg O,Des Moines,WA,98198,King,2068241378,Abok  Ajaero,aboka@chs-wa.org,2068241378,,20,36,69,"2400 S 240th St
Bldg O Des Moines, WA 98198
(47.386578, -122.305216)",Yes
380,PCHS University Place ECEAP,PCHS University Place,99,Pierce County Human Services,17,ESD 121 - Puget Sound ESD,Public school or school district building,7102 40th St. W,University Place,WA,98466,Pierce,2535651454,Jackie Zieg,jaclyn.zieg@piercecountywa.gov,2535651454,,40,36,69,"7102 40th St W
University Place, WA 98466
(47.220854, -122.531873)",Yes
165,Burlington Child Development Center,,,Direct Service Site,41,Inspire Development Centers,Head Start Facility,20237 LAFAYETTE ROAD,Mount Vernon,WA,98273,Skagit,3607072837,Ashleigh Anselment,9544@inspire-centers.org,3607072837,,38,36,69,"20237 LAFAYETTE ROAD Mount
Vernon, WA 98273
(48.478753, -122.305352)",Yes
271,INACTIVE Martin Luther King Jr. Family Outreach,,80,Martin Luther King Jr. Family Outreach Center,8,Community Colleges of Spokane,Non-Profit Organization Building,845 S Sherman St,Spokane,WA,99202,Spokane,5094558722,Freda Gandy,fgandy@mlkspokane.org,5094558722,,0,36,69,"845 S Sherman St
Spokane, WA 99202
(47.647727, -117.403346)",Yes
"1,497",Rainier Vista,,,Direct Service Site,711,Neighborhood House,Non-Profit Organization Building,4410 29th Ave S,Seattle,WA,98108,King,2064618430,Linda Chugani,lindac@nhwa.org,2067199226,,40,36,69,"4410 29th Ave S
Seattle, WA 98108
(47.563126, -122.296243)",Yes
175,Chief Leschi ECEAP,,49,Chief Leschi School,17,ESD 121 - Puget Sound ESD,Tribal Organization building,5625 52nd St E,Puyallup,WA,98371,Pierce,2534456000x3027,Giuliana Molinaro,giuliana.molinaro@leschischools.org,2534456000x3050,,20,36,69,"5625 52nd St E
Puyallup, WA 98371
(47.209983, -122.355064)",Yes
"2,009",Lincoln Elementary,,,Direct Service Site,14,ESD 112 - Vancouver,Public school or school district building,4200 Daniels St,Vancouver,WA,98660,Clark,3607507500,,,,,24,36,69,"4200 Daniels St
Vancouver, WA 98660
(45.655901, -122.675578)",Yes
"2,102",KYFS Jenkins Creek,KYFS Jenkins Creek ECEAP,71,Kent Youth And Family Service,17,ESD 121 - Puget Sound ESD,Public school or school district building,26915 186th Ave SE,Covington,WA,98042,King,2536309590,Robin Robertson,robinr@kyfs.org,2533732684,,19,36,69,"26915 186th Ave SE
Covington, WA 98042
(47.360665, -122.093936)",Yes
"1,402",Sarah J,,,Direct Service Site,10,Educational Opportunities for Children and Families,Head Start Facility,2215 NE 104th St,Vancouver,WA,98665,Clark,3605672720,Suzie Quach,suzie.quach@eocfwa.org,3605672796,,17,36,69,"2215 NE 104th St
Vancouver, WA 98665
(45.696722, -122.649003)",Yes
"2,265",Auburn Pioneer,,673,Auburn School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,2301 M Street SE,Auburn,WA,98002,King,2538330143,Jennifer Adams,jadams@auburn.wednet.edu,2538330143,,38,36,69,"2301 M Street SE
Auburn, WA 98002
(47.28825, -122.213372)",Yes
"2,279",Highline Hilltop,,67,Highline School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,12250 24th Ave S,Burien,WA,98168,King,2066313190,Brenda Limric,brenda.limric@highlineschools.org,2066314051,,38,36,69,"12250 24th Ave S
Burien, WA 98168
(47.492821, -122.302107)",Yes
"2,333",Whittier Elementary,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,616 N. Wehe Ave ,Pasco ,WA,99301,Franklin,5095445767,Patricia Garcia,pgarcia@esd123.org,5093805440,,18,36,69,"616 N Wehe Ave
Pasco, WA 99301
(46.240145, -119.075761)",Yes
"2,288",Kettle Falls,Kettle Falls Early Learning Center,2273,Kettle Falls School District,32,Rural Resources Community Action,Public school or school district building,735 Meyers Street,Kettle Falls,WA,99141,Stevens,5096856116,Trisha Dean,tdean@kfschools.org,5097386625,,8,36,69,"735 Meyers Street
Kettle Falls, WA 99141
(48.606297, -118.056128)",Yes
"2,237",Larry Eyer Early Learning Center,National/ Formerly West Hills Early Learning Center,,Direct Service Site,21,Kitsap Community Resources,Non-Profit Organization Building,3791 W. Loxie Eagans Blvd,Bremerton,WA,98312,Kitsap,3604732086,Pranvera Druschke,prollman@kcr.org,3604732075,,34,36,69,"3791 W Loxie Eagans Blvd
Bremerton, WA 98312
(47.557996, -122.666773)",Yes
149,Bates Campus South ECEAP,Bates Tech South Campus,43,Bates Technical College,17,ESD 121 - Puget Sound ESD,Child Care Center Including Campus Child Care,2201 South 78th St.,Tacoma,WA,98409,Pierce,2536807566,Shannon Stewart,sstewart@batestech.edu,2536807566,,40,36,69,"2201 South 78th St
Tacoma, WA 98409
(47.18656, -122.466452)",Yes
162,Broadway ECEAP,,,Direct Service Site,24,Lower Columbia College,Public school or school district building,1410 8th Avenue,Longview,WA,98632,Cowlitz,3604422800,Julie McReary,jmcreary@lcc.ctc.edu,3602002524,,80,36,69,"1410 8th Avenue
Longview, WA 98632
(46.137789, -122.92714)",Yes
330,Rewa - Bethany,,105,Refugee Women's Alliance,6,City of Seattle ,Faith-Based Facility,6230 BEACON AVE S,SEATTLE,WA,98108,King,2067233304,Susan Lee,susan@rewa.org,2067218447,,28,36,69,"6230 BEACON AVE S
SEATTLE, WA 98108
(47.546731, -122.300448)",Yes
357,Roosevelt Elementary,,116,Spokane Public Schools,8,Community Colleges of Spokane,Public school or school district building,333 West 14th Ave,Spokane,WA,99204,Spokane,5093543336,Juliana Greiner,julianag@spokaneschools.org,5093543336,,13,36,69,"333 West 14th Ave
Spokane, WA 99204
(47.642689, -117.415238)",Yes
167,Centralia College Children's Lab School,Centralia College ECEAP,,Direct Service Site,4,Centralia College,Child Care Center Including Campus Child Care,412 South Oak St,CENTRALIA,WA,98531,Lewis,3606238950,Teresa Schneider,teresa.schneider@centralia.edu,3606238603,,34,36,69,"412 South Oak St
CENTRALIA, WA 98531
(46.714377, -122.961523)",Yes
216,Federal Way Norman Center ECEAP,,64,Federal Way School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,33250 21st Ave SW,Federal Way,WA,98023,King,2539452379,Nikki Cross,ncross@fwps.org,2539454190,,40,36,69,"33250 21st Ave SW
Federal Way, WA 98023
(47.303441, -122.360842)",Yes
326,Reardan ECEAP,,,Direct Service Site,12,ESD 101 - NEW ESD,Public school or school district building,S. 245 Aspen St.,Reardan,WA,99029,Lincoln,5097962511x306,Dwight Cooper,dcooper@reardan.net,5097962701,,25,36,69,"245 Aspen St
Reardan, WA 99029
(47.667937, -117.877899)",Yes
"2,113",Lyle Community Schools,,2060,Lyle School District,14,ESD 112 - Vancouver,Public school or school district building,625 Keasey Ave,Lyle,WA,98635,Klickitat,3609523362,,,,,10,36,69,"625 Keasey Ave
Lyle, WA 98635
(45.694938, -121.28246)",Yes
"2,209",PCHS Buckley ECEAP,PCHS Buckley,99,Pierce County Human Services,17,ESD 121 - Puget Sound ESD,Public school or school district building,250 West Main Street,Buckley,WA,98321,Pierce,2537987379,Cheryl Balliet,cheryl.balliet@piercecountywa.gov,3608295875,,40,36,69,"250 West Main Street
Buckley, WA 98321
(47.162928, -122.034724)",Yes
"1,435",Bellingham Children's Learning Center ECEAP,BCLC,1583,Bellingham Children's Learning Center,30,Opportunity Council,Child Care Center Including Campus Child Care,2600 SQUALICUM PARKWAY,BELLINGHAM,WA,98225,Whatcom,3606760950,Karen Ekdahl,karen@bellinghamchildcare.com,3606760950,,13,36,69,"2600 SQUALICUM PARKWAY
BELLINGHAM, WA 98225
(48.774451, -122.475799)",Yes
"1,579",Clover Park Early Learning Program,,51,Clover Park School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,10202 Earley Ave SW,Lakewood,WA,98499,Pierce,2535835360,Jennifer White,jwhite@cloverpark.k12.wa.us,2535835155,,227,36,69,"10202 Earley Ave SW
Lakewood, WA 98499
(47.16543, -122.491014)",Yes
"2,005",Ardmore,Working Day slot served at Sherwood Forest during breaks,,Direct Service Site,"1,964",Bellevue School District,Public school or school district building,16616 NE 32ND ST,Bellevue,WA,98008,King,4254564030,Alicia Brender,brendera@bsd405.org,4254564002,,34,36,69,"16616 NE 32ND ST
Bellevue, WA 98008
(47.638644, -122.117691)",Yes
"1,459",Castle Rock ECEAP,Castle Rock Elementary School,,Direct Service Site,24,Lower Columbia College,Public school or school district building,620 Roake Street,Castle Rock,WA,98611,Cowlitz,3604422800,Teresa Madsen,tmadsen@lowercolumbia.edu,3604422826,,17,36,69,"620 Roake Street
Castle Rock, WA 98611",Yes
360,St James Family Center,,,Direct Service Site,38,St James Family Center,Non-Profit Organization Building,1134 COLUMBIA ST,CATHLAMET,WA,98612,Wahkiakum,3607958612,Vicki Willette,vwillette@stjamesfc.org,3607958612,,24,36,69,"1134 COLUMBIA ST
CATHLAMET, WA 98612
(46.19489, -123.37023)",Yes
"1,405",Hazel Dell,,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,511 NE Anderson Rd,Vancouver,WA,98665,Clark,3605672720,Sara Schlichenmayer,sara.schlichenmayer@eocfwa.org,3605671693,,17,36,69,"511 NE Anderson Rd
Vancouver, WA 98665
(45.67268, -122.666071)",Yes
168,Carlton,Carlton Street,,Direct Service Site,21,Kitsap Community Resources,Other,3382A NW Carlton St,Silverdale,WA,98383,Kitsap,3604732086,April Birkenfeld,abirkenfeld@kcr.org,3604732083,,34,36,69,"3382A NW Carlton St
Silverdale, WA 98383
(47.646041, -122.695566)",Yes
"1,488",Tacoma Willard ECEAP,,120,Tacoma School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,3201 South D Street,Tacoma,WA,98418,Pierce,2535712613,Ana Castellanos,acastel@tacoma.k12.wa.us,2535712615,,20,36,69,"3201 South D Street
Tacoma, WA 98418
(47.231589, -122.436782)",Yes
295,Northport ECEAP,,,Direct Service Site,12,ESD 101 - NEW ESD,Public school or school district building,404 10th St.,Northport,WA,99157,Stevens,5097324441x134,Terry Carlson,tcarlson@northportschools.org,5097324441,,8,36,69,"404 10th St
Northport, WA 99157
(48.912, -117.788699)",Yes
250,KYFS Kent Family Center,Birch ,71,Kent Youth And Family Service,17,ESD 121 - Puget Sound ESD,Head Start Facility,13111 SE 274th Street,Kent,WA,98030,King,2536309590,Robin Robertson,robinr@kyfs.org,2533732684,,80,36,69,"13111 SE 274th Street
Kent, WA 98030
(47.355843, -122.167091)",Yes
"2,266",Touchet Elementary,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,90 Champion St,Touchet,WA,99360,Walla Walla,5093942922,Jenyfer Reese,jreese@wwps.org,5095261781,,10,36,69,"90 Champion St
Touchet, WA 99360
(46.042841, -118.671361)",Yes
182,Curlew School District,Curlew ECEAP,,Direct Service Site,12,ESD 101 - NEW ESD,Public school or school district building,47 Curlew School Rd,Curlew,WA,99118,Ferry,5097794931,Wyatt Ladiges,wladiges@curlew.wednet.edu,5097794931,,10,36,69,"47 Curlew School Rd
Curlew, WA 99118
(48.874093, -118.60537)",Yes
339,INACTIVE - Royal City Child Development Center,,,Direct Service Site,41,Inspire Development Centers,Head Start Facility,120 Acacia Street West,Royal City,WA,99357,Grant,5093462449,Jacklyn Esparza,jacklyn.esparza@inspire-centers.org,5098378909,,0,36,69,"120 Acacia Street West
Royal City, WA 99357
(46.898659, -119.629543)",Yes
"2,004",Lake Hills,Working Day slot served at Stevenson during breaks,,Direct Service Site,"1,964",Bellevue School District,Public school or school district building,14310 SE 12th ST,Bellevue,WA,98007,King,4254564030,Alicia Brender,brendera@bsd405.org,4254564002,,31,36,69,"14310 SE 12th ST
Bellevue, WA 98007
(47.600014, -122.148713)",Yes
"1,426",KALISPEL TRIBE OF INDIANS,Camas Early Learning Center,1425,Kalispel Tribe,32,Rural Resources Community Action,Tribal Organization building,1821 N LECLERC,Cusick,WA,99119,Pend Oreille,5094477429,Lisa  Russell,lrussell@kalispeltribe.com,5094477429,,14,36,69,"1821 N LECLERC
Cusick, WA 99119
(48.343827, -117.270943)",Yes
"2,178",EVCC East County,,61,Everett Community College/ Early Learning Center,36,Snohomish County,Public school or school district building,15286 Fryelands Blvd,Monroe,WA,98272,Snohomish,4253889122,Amie Waters,awaters@everettcc.edu,4253889120,,40,36,69,"15286 Fryelands Blvd
Monroe, WA 98272
(47.8589, -122.010399)",Yes
"1,411",Mesa Elementary ECEAP,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,200 Pepiot Rd,Mesa,WA,99343,Franklin,5095445755,Corina  Flores ,coflores@esd123.org,5093802312,,19,36,69,"200 Pepiot Rd
Mesa, WA 99343",Yes
315,Prospect Enrichment Preschool,,101,Prospect Enrichment Preschool,6,City of Seattle ,Faith-Based Facility,1919 E. Prospect ST,SEATTLE,WA,98112,King,2063245230,Donna Guna,pepseattle@gmail.com,2063245230,,16,36,69,"1919 E Prospect ST
SEATTLE, WA 98112
(47.628668, -122.306381)",Yes
318,Community Child Care Center St James,Pullman II,,Direct Service Site,7,Community Child Care Center,Faith-Based Facility,1410 NE STADIUM WAY,Pullman,WA,99163,Whitman,5093349290,Lisa Cates,lisa.c@community-childcare.org,5093327005,,20,36,69,"1410 NE STADIUM WAY
Pullman, WA 99163
(46.733011, -117.158763)",Yes
"1,943",Winlock,,1941,Winlock School District,4,Centralia College,Public school or school district building,311 NW Fir St,Winlock,WA,98596,Lewis,3606238597,Teresa Schneider,teresa.schneider@centralia.edu,3606238603,,26,36,69,"311 NW Fir St
Winlock, WA 98596
(46.493225, -122.943633)",Yes
"2,348",Naches,EPIC Naches,,Direct Service Site,11,Enterprise for Progress in the Community,Public school or school district building,101 Shafer Avenue,Naches,WA,98937,Yakima,5092483950,Joanna Castilla,joannac@epicnet.org,5096532524,,30,36,69,"101 Shafer Avenue
Naches, WA 98937
(46.73022, -120.694774)",Yes
386,VOA-Trailside - ECEAP,Trailside ECEAP,130,Volunteers of America,36,Snohomish County,Non-Profit Organization Building,1300 B 100th Place SE,Everett,WA,98208,Snohomish,4253555193,Robin Hoover,rhoover@voaww.org,4252122941,,60,36,69,"1300 B 100th Place SE
Everett, WA 98208
(47.906623, -122.216546)",Yes
178,College Place Child Development Center,,,Direct Service Site,41,Inspire Development Centers,Head Start Facility,213 Labor Camp Rd,Walla Walla,WA,99362,Walla Walla,5095220610,Martha Ibarra,martha.ibarra@inspire-centers.org,5095220610,,38,36,69,"213 Labor Camp Rd
Walla Walla, WA 99362
(46.011738, -118.394926)",Yes
140,A.J. West Elementary,,,Direct Service Site,2,Aberdeen School District,Public school or school district building,1801 Bay Ave.,Aberdeen,WA,98520,Grays Harbor,3605378711,Terri Whalen,twhalen@asd5.org,3605382130,,22,36,69,"1801 Bay Ave
Aberdeen, WA 98520
(46.9724, -123.838253)",Yes
282,Orcas Montessori,,94,Orcas Montessori,33,San Juan County ECEAP,Child Care Center Including Campus Child Care,1147 North Beach Road,Eastsound,WA,98245,San Juan,3603700593,Teresa Chocano,teresa@orcasmontessori.com,3603765350,3603175251,6,36,69,"1147 North Beach Road
Eastsound, WA 98245
(48.703479, -122.906278)",Yes
"2,299",Stevenson,,,Direct Service Site,"1,964",Bellevue School District,Public school or school district building,14220 NE 8th St,Bellevue,WA,98007,King,4254564030,Chelsea Gray,graych@bsd405.org,4254566058,,34,36,69,"14220 NE 8th St
Bellevue, WA 98007
(47.617126, -122.150784)",Yes
"2,270",Blaine Primary,Blaine Elementary ECEAP,,Direct Service Site,30,Opportunity Council,Public school or school district building,820 Boblett S,Blaine,WA,98230,Whatcom,3607348396,Jen Johnson,jen_johnson@oppco.org,3607348396,,18,36,69,"820 Boblett S
Blaine, WA 98230",Yes
"2,168",East Valley,,,Direct Service Site,11,Enterprise for Progress in the Community,Public school or school district building,408 East Seattle Avenue,Moxee,WA,98936,Yakima,5098956439,Adriana Rosiles-Orozco,adrianar@epicnet.org,5093675481,,40,36,69,"408 East Seattle Avenue
Moxee, WA 98936
(46.551092, -120.380364)",Yes
349,Snohomish SD,Snohomish ECEAP,115,Snohomish School District,36,Snohomish County,Public school or school district building,221 Union Ave,Snohomish,WA,98290,Snohomish,3605634641,Britta Grass,britta.grass@sno.wednet.edu,3605634633,,60,36,69,"221 Union Ave
Snohomish, WA 98290
(47.913692, -122.093003)",Yes
"2,088",Pinecrest Elementary School,,,Direct Service Site,16,ESD 114 - Olympic ESD,Public school or school district building,5530 Pine Rd NE,Bremerton,WA,98311,Kitsap,3604786889,Amanda Chipley,achipley@oesd114.org,3604786858,,18,36,69,"5530 Pine Rd NE
Bremerton, WA 98311
(47.613289, -122.639419)",Yes
"2,404",Maple Grove Early Learning Classroom,,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,610 B SE Eaton Blvd.,Battle Ground,WA,98604,Clark,3605672724,Robin Steele,robin.steele@eocfwa.org,3605672710,,15,36,69,"610 B SE Eaton Blvd
Battle Ground, WA 98604
(45.766421, -122.530587)",Yes
404,YWCA of Spokane Downtown,YWCA Spokane ECEAP Downtown,139,YWCA of Spokane,8,Community Colleges of Spokane,Non-Profit Organization Building,930 N Monroe St,Spokane,WA,99201,Spokane,5099938219,Shannon Griffiths,shannong@ywcaspokane.org,5097899294,,54,36,69,"930 N Monroe St
Spokane, WA 99201
(47.666612, -117.426668)",Yes
374,Tiny Tots Development Center - Wing Luke,Tiny Tots Development Center,125,Tiny Tots Development Center,6,City of Seattle ,Public school or school district building,3701 S KENYON ST,SEATTLE,WA,98118,King,2067211188,Loralee Knudsen,lknudsen@tinytotsdc.org,2067231590,,20,36,69,"3701 S KENYON ST
SEATTLE, WA 98118
(47.531526, -122.284777)",Yes
"2,166",Washougal Hathaway,,,Direct Service Site,14,ESD 112 - Vancouver,Public school or school district building,630 24th Street,Vancouver,WA,98671,Clark,3609523470,,,,,10,36,69,"630 24th Street
Vancouver, WA 98671
(45.581157, -122.3466)",Yes
"2,110",Encompass Carnation ECEAP,Encompass Stepping Stone - ECEAP,58,Encompass,17,ESD 121 - Puget Sound ESD,Public school or school district building,4950 Tolt Ave,Carnation,WA,98014,King,4258444548,Julie Forslin,julie.forslin@encompassnw.org,4258882777,,18,36,69,"4950 Tolt Ave
Carnation, WA 98014
(47.65142, -121.911956)",Yes
"1,975",SWCC,,1974,Community Minded Enterprises,8,Community Colleges of Spokane,Non-Profit Organization Building,310 S Spruce St,Spokane,WA,99201,Spokane,5093854896,Arrianne Maldonado,arriannem@community-minded.org,5093854896,,20,36,69,"310 S Spruce St
Spokane, WA 99201
(47.653325, -117.446277)",Yes
"2,203",Growing Hope Child and Family Development Center,,,Direct Service Site,"1,361",Catholic Family and Child Services,Child Care Center Including Campus Child Care,5201 Tieton Drive,Yakima,WA,98908,Yakima,5099565575,Danielle Rasmussen,drasmussen@catholiccharitiescw.org,5099655575,,60,36,69,"5201 Tieton Drive
Yakima, WA 98908
(46.592695, -120.578347)",Yes
276,Mattawa Elementary,,,Direct Service Site,39,Wahluke School District,Public school or school district building,411 E Saddle Mountain Drive,Mattawa,WA,99349,Grant,5099323875,Olga Mendez,omendez@wahluke.net,5099323875,,78,36,69,"411 E Saddle Mountain Drive
Mattawa, WA 99349
(46.740337, -119.896985)",Yes
188,Deer Park Elementary,,54,Deer Park School District,8,Community Colleges of Spokane,Public school or school district building,1500 E D St,Deer Park,WA,99006,Spokane,5094645680,Angie Farmer,angie.farmer@dpsdmail.org,5094645680,,66,36,69,"1500 E D St Deer Park
WA 99006",Yes
"2,190",CHILDHAVEN/AUBURN BRANCH,,2189,Childhaven,17,ESD 121 - Puget Sound ESD,Non-Profit Organization Building,1345 22ND ST NE,AUBURN,WA,98002,King,2532492073,Kelly Emery,kellye@childhaven.org,2532492076,,18,36,69,"1345 22ND ST NE
AUBURN, WA 98002
(47.326478, -122.213212)",Yes
297,Ocosta School District,Ocosta Elementary,91,Ocosta School District,2,Aberdeen School District,Public school or school district building,2580 Montesano St South,Westport,WA,98595,Grays Harbor,3605382251,Heather Sweet,hsweet@ocosta.org,3602689125x196,,17,36,69,"2580 Montesano St South
Westport, WA 98595
(46.862145, -124.101203)",Yes
"2,360",Othello Early Childhood Center ,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,1335 E. Ash St. ,Othello ,WA,99344,Adams,5095445767,Corina  Flores ,coflores@esd123.org,5093802312,,78,36,69,"1335 E Ash St
Othello, WA 99344
(46.819117, -119.155565)",Yes
239,Hopkins,Hopkins Early Learning Center,,Direct Service Site,2,Aberdeen School District,Public school or school district building,1313 Pacific Avenue,Aberdeen,WA,98520,Grays Harbor,3605382251,Cyndy Mitby,cmitby@asd5.org,3605382191,,79,36,69,"1313 Pacific Avenue
Aberdeen, WA 98520
(46.973288, -123.831451)",Yes
210,EPS Garfield,,62,Everett Public Schools,36,Snohomish County,Public school or school district building,2215 Pine Street,Everett,WA,98201,Snohomish,4253854730,Jamie Parker,jparker@everettsd.org,4253854730,,40,36,69,"2215 Pine Street
Everett, WA 98201
(47.98767, -122.192192)",Yes
367,Tacoma Daycare And Preschool,Tacoma Daycare And Preschool,119,Tacoma Daycare & Preschool,17,ESD 121 - Puget Sound ESD,Non-Profit Organization Building,1113 South I Street,Tacoma,WA,98406,Pierce,2536275671,Rosemary Totten,tacomadaycarepre@integra.net,2536275671,,15,36,69,"1113 South I Street
Tacoma, WA 98406
(47.251749, -122.448751)",Yes
"1,587",Generations ELFC,,1585,St. Francis Foundation,30,Opportunity Council,Child Care Center Including Campus Child Care,2901 Connelly Ave Suite B101,Bellingham,WA,98225,Whatcom,3607346760,,,,,8,36,69,"2901 Connelly Ave
Bellingham, WA 98225
(48.712828, -122.479841)",Yes
"1,930",Rainbow Kids 3,Rainbow Kidz Union Gap,1928,Rainbow Kidz,13,ESD 105 - Yakima,Child Care Center Including Campus Child Care,3609 Tacoma Street,Union Gap,WA,98903,Yakima,5099309979,Erin Holloway,sunshone78@gmail.com,5094694812,,20,36,69,"3609 Tacoma Street
Union Gap, WA 98903
(46.551394, -120.474103)",Yes
281,Montesano School District,Beacon Elementary School ,86,Montesano School District,2,Aberdeen School District,Public school or school district building,1717 Beacon Street,Montesano,WA,98563,Grays Harbor,3605378711,Shawn Brown,sbrown@monteschools.org,3602492114,,9,36,69,"1717 Beacon Street
Montesano, WA 98563
(46.985281, -123.581939)",Yes
"2,282",South Everett ECEAP,,,Direct Service Site,"2,256",Edmonds College,Head Start Facility,"712 Center Road, Building AA",Everett,WA,98204,Snohomish,4257129000,Elizabeth Bias,lizz.bias@email.edcc.edu,4255821201,,68,36,69,"712 Center Road
Building AA Everett, WA 98204
(47.8904, -122.243017)",Yes
226,Granite Falls Monte Cristo,,66,Granite Falls School District,36,Snohomish County,Public school or school district building,1201 100th St NE,Granite Falls,WA,98252,Snohomish,3602834513,Brittany McGinnis,bmcginnis@gfalls.wednet.edu,3602834513,,50,36,69,"1201 100th St NE Granite Falls
WA 98252",Yes
"2,341",SHERWOOD FOREST CHILDCARE CENTER,Sherwood Forest Early Learning,,Direct Service Site,"1,964",Bellevue School District,Public school or school district building,16411 NE 24TH ST,Bellevue,WA,98008,King,4254564030,Valerie Stoury,stouryv@bsd405.org,4254565762,,14,36,69,"16411 NE 24TH ST
Bellevue, WA 98008
(47.631314, -122.120236)",Yes
"2,258",Mountlake Terrace Elementary,,2257,Edmonds School District,36,Snohomish County,Public school or school district building,22001 52nd Ave W,Mountlake Terrace,WA,98043,Snohomish,4254311018,Darcy Becker,beckerd973@edmonds.wednet.edu,4254317135,,60,36,69,"22001 52nd Ave W
Mountlake Terrace, WA 98043
(47.798922, -122.30312)",Yes
"2,376",,,2375,,"2,028",Early Learning Child Development Resources,Family Child Care Home,,,WA,99216,Spokane,,,,,,2,36,69,,Yes
144,Peninsula Artondale Elementary ECEAP,Artondale Elementary ECEAP,98,Peninsula School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,6219 - 40th St NW,Gig Harbor,WA,98335,Pierce,2535301194,Lisa Reaugh,reaughl@psd401.net,2535301082,,35,36,69,"6219 40th St NW
Gig Harbor, WA 98335
(47.293765, -122.622447)",Yes
"2,175",OIC,,,Direct Service Site,11,Enterprise for Progress in the Community,Non-Profit Organization Building,1206 Fruitvale Blvd,Yakima,WA,98902,Yakima,5092483950,Michael Garcia,michaelg@epicnet.org,5095711648,,80,36,69,"1206 Fruitvale Blvd
Yakima, WA 98902
(46.61256, -120.523162)",Yes
317,Community Child Care Center Greyhound Way,Pullman I,,Direct Service Site,7,Community Child Care Center,Head Start Facility,530 NW Greyhound Way,Pullman,WA,99163,Whitman,5093349290,Mary McDonald,mary@community-childcare.org,5093349290,5093327005,19,36,69,"530 NW Greyhound Way
Pullman, WA 99163
(46.745921, -117.185577)",Yes
"1,989",Issaquah Briarwood,Briarwood Elementary,1988,Issaquah School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,17020 SE 134th St,Renton,WA,98059,King,4258374990,Shannon Inton,intons@issaquah.wednet.edu,4258374991,,35,36,69,"17020 SE 134th St
Renton, WA 98059
(47.482473, -122.114181)",Yes
"2,276",Betz Elementary,,2204,Cheney School District,8,Community Colleges of Spokane,Public school or school district building,317 N 7th Street,Cheney,WA,99004,Spokane,5095594426,Emma Noble,enoble@cheneysd.org,5095594507,,42,36,69,"317 N 7th Street
Cheney, WA 99004
(47.496065, -117.577751)",Yes
"1,393",INNOVATIVE SERVICE NW CCC,ISNW,,Direct Service Site,"1,365",Innovative Services NW,Child Care Center Including Campus Child Care,9414 NE FOURTH PLAIN,VANCOUVER,WA,98662,Clark,3608235144,Melody Partridge,mpartridge@innovativeservicesnw.org,3608235144,,76,36,69,"9414 NE FOURTH PLAIN
VANCOUVER, WA 98662
(45.656987, -122.576073)",Yes
"2,357",Whitstran ,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,102101 W. Foisy Rd.,Prosser,WA,99350,Benton,5095445767,Tammy Moody,tmoody@esd123.org,5093802812,,20,36,69,"102101 W Foisy Rd
Prosser, WA 99350
(46.235735, -119.707823)",Yes
308,Parkway,,,Direct Service Site,23,Lewis-Clark Early Childhood Program,Public school or school district building,1103 4th Street,Clarkston,WA,99403,Asotin,5097519890,Kathy  Manwaring,kmanwaring@lcecp.org,5097696149,,38,36,69,"1103 4th Street
Clarkston, WA 99403
(46.408109, -117.043182)",Yes
"1,494",Marion Forsman-Boushie Early Learning Center,,,Direct Service Site,725,Suquamish Tribe,Tribal Organization building,5283 TOTTEN ROAD,POULSBO,WA,98370,Kitsap,3603948585,Jennifer Segerman,jsegerman@oes114.org,,,18,36,69,"5283 TOTTEN ROAD
POULSBO, WA 98370
(47.722726, -122.577659)",Yes
